,carat,cut,color,clarity,depth,table,x,y,z,volume,price_predicted
2890,1.51,5,3,3,61.9,57.0,7.37,7.32,4.55,245.46522,9617.389586251678
2891,0.62,3,5,4,59.8,58.0,5.55,5.59,3.33,103.31158500000001,2219.8230913811826
2892,0.71,4,3,3,62.4,59.0,5.65,5.6,3.51,111.0564,2111.400270771474
2893,0.32,2,4,5,57.0,62.0,4.51,4.54,2.58,52.826532,636.8598393105174
2894,1.02,5,4,4,62.8,57.0,6.36,6.45,4.02,164.90844,5587.14975467098
2895,0.41,4,3,5,62.0,56.0,4.78,4.74,2.95,66.83874000000002,992.9229700524393
2896,1.14,5,4,4,62.0,55.0,6.68,6.77,4.17,188.58241199999998,7051.479893747186
2897,0.52,4,4,3,60.6,61.0,5.19,5.17,3.14,84.253422,1312.675000959643
2898,1.0,2,3,3,62.7,60.0,6.24,6.3,3.93,154.49616,3784.9464579270316
2899,0.56,3,6,3,60.2,57.0,5.36,5.4,3.24,93.77856000000001,1684.708271510436
2900,0.32,4,4,3,61.0,61.0,4.41,4.38,2.68,51.766344000000004,539.113689238292
2901,0.37,5,7,6,61.6,54.0,4.61,4.64,2.85,60.96264,1153.0098502605263
2902,0.9,2,4,3,63.2,59.0,6.05,6.1,3.84,141.71519999999998,3436.704476820213
2903,1.01,5,4,3,61.1,58.0,6.43,6.49,3.95,164.836265,4812.4494934924005
2904,1.03,5,1,3,62.3,57.0,6.48,6.43,4.02,167.498928,3427.8755861474565
2905,0.78,4,4,2,60.6,58.0,6.02,5.99,3.64,131.25767199999999,2467.2429169563006
2906,0.33,5,4,5,61.6,57.0,4.46,4.49,2.75,55.06985,760.4780739433545
2907,0.33,5,3,6,61.3,56.0,4.43,4.47,2.73,54.059733,739.524718640312
2908,1.09,5,3,3,61.9,57.0,6.63,6.58,4.09,178.427886,5222.548285432434
2909,0.5,2,1,3,63.3,60.0,4.97,4.99,3.15,78.12094499999999,755.8835858796403
2910,1.01,5,1,4,61.3,56.0,6.46,6.5,3.97,166.70030000000003,3795.750996442138
2911,1.0,3,6,6,63.5,55.0,6.36,6.31,4.02,161.32903199999998,6991.518180011411
2912,0.59,4,6,2,60.8,56.0,5.43,5.4,3.29,96.46938,1531.8296656384075
2913,0.7,3,3,2,59.9,57.0,5.74,5.77,3.45,114.26331,1694.3049464234678
2914,0.31,4,2,3,61.3,58.0,4.34,4.37,2.67,50.638686,419.5941638507793
2915,0.39,4,6,4,62.5,60.0,4.64,4.67,2.91,63.056208,994.7932784454422
2916,0.85,5,6,3,61.8,54.0,6.1,6.14,3.78,141.57611999999997,3923.6221354889763
2917,0.73,5,2,6,62.3,55.0,5.76,5.77,3.59,119.31436799999999,2940.542037581023
2918,1.09,5,1,3,60.7,58.0,6.64,6.68,4.04,179.19500799999997,3836.4998102491877
2919,0.4,5,7,2,61.3,56.0,4.72,4.77,2.91,65.516904,786.6781287846165
2920,0.4,3,6,3,61.7,60.0,4.68,4.72,2.9,64.05984,866.3311014724986
2921,0.22,1,6,4,65.1,61.0,3.87,3.78,2.49,36.425214000000004,347.3510940921581
2922,0.31,4,6,4,60.3,58.0,4.42,4.37,2.65,51.18581,658.5724114586648
2923,1.19,5,1,2,61.7,56.0,6.8,6.85,4.21,196.1018,3749.5909585173617
2924,1.06,1,2,1,64.5,57.0,6.47,6.33,4.13,169.144563,2249.6932386668614
2925,0.61,3,6,5,59.6,63.0,5.44,5.57,3.28,99.386624,2469.1932794609143
2926,0.82,5,3,6,61.4,56.0,6.01,6.05,3.71,134.89745499999998,4136.8826330204965
2927,1.01,1,4,1,64.5,56.0,6.32,6.26,4.06,160.626592,2445.702497123556
2928,0.32,5,6,4,61.4,56.0,4.4,4.43,2.71,52.82332,708.6647106349626
2929,0.5,4,7,2,62.2,58.0,5.08,5.14,3.18,83.03361600000001,1212.2024010954099
2930,1.01,4,5,3,59.1,56.0,6.65,6.52,3.89,168.66262,5150.664482365821
2931,1.0,3,5,2,62.7,58.0,6.3,6.36,3.97,159.06996,3858.994061625619
2932,0.31,5,7,3,62.9,56.0,4.34,4.31,2.72,50.878688,618.1543394732158
2933,0.35,5,6,4,62.4,57.0,4.52,4.55,2.83,58.20178,853.5868391297786
2934,0.7,5,3,4,61.2,57.0,5.73,5.77,3.52,116.378592,2558.8907580632126
2935,1.08,5,4,2,62.2,56.0,6.56,6.59,4.09,176.812336,4548.532280786588
2936,1.21,4,7,7,60.1,59.0,6.96,6.88,4.16,199.200768,11942.006941417885
2937,1.06,4,3,3,62.8,58.0,6.49,6.47,4.07,170.900521,4788.252309515335
2938,0.28,5,2,4,62.4,56.0,4.19,4.22,2.62,46.326316,418.76162936539674
2939,0.5,2,5,4,63.3,57.0,5.02,5.06,3.19,81.02982799999998,1404.9823760854947
2940,1.01,4,7,3,61.6,58.0,6.47,6.42,3.97,164.903478,5580.42637752299
2941,0.42,1,7,3,64.7,61.0,4.7,4.73,3.05,67.80455,941.385154982617
2942,1.53,5,5,3,61.6,56.0,7.34,7.39,4.54,246.26140399999997,11052.830653134492
2943,0.57,4,6,4,63.0,59.0,5.29,5.25,3.32,92.2047,2032.6965514835777
2944,0.41,4,7,6,61.9,59.0,4.78,4.75,2.95,66.97975000000001,1390.0784341199892
2945,2.24,5,5,2,60.3,59.0,8.47,8.5,5.12,368.61440000000005,18519.037355616285
2946,0.41,2,6,2,63.8,57.0,4.75,4.68,3.01,66.91229999999999,752.5125124856163
2947,0.5,3,4,3,62.4,52.0,5.1,5.15,3.2,84.048,1215.2894230199472
2948,0.23,3,5,4,59.1,59.0,4.02,4.07,2.39,39.103746,370.57462380252446
2949,1.11,3,5,3,60.1,61.0,6.64,6.74,4.06,181.69961599999996,5884.69790915134
2950,1.2,5,6,2,61.3,56.0,6.85,6.88,4.21,198.40888,6287.10097823598
2951,1.14,4,5,7,59.4,59.0,6.87,6.8,4.06,189.66696,9799.153741188351
2952,0.9,5,4,2,62.5,56.0,6.15,6.2,3.86,147.1818,3190.378040455628
2953,1.22,4,4,5,62.2,59.0,6.82,6.87,4.26,199.595484,8809.22676362764
2954,0.7,4,5,5,61.7,60.0,5.67,5.64,3.49,111.60601199999999,3092.115963293127
2955,1.07,4,2,3,58.4,60.0,6.78,6.68,3.93,177.991272,4495.393335333678
2956,0.51,3,6,2,63.3,56.0,5.12,5.08,3.23,84.011008,1172.1157649645563
2957,0.3,4,6,3,62.5,60.0,4.24,4.27,2.66,48.158767999999995,537.2535278580453
2958,1.12,4,4,2,61.2,58.0,6.69,6.67,4.09,182.505207,4775.792929256576
2959,0.3,4,5,4,61.5,60.0,4.26,4.29,2.63,48.06430199999999,577.3514930507048
2960,0.4,4,7,3,61.6,58.0,4.73,4.69,2.9,64.33273000000001,929.4803810790526
2961,0.9,4,2,3,63.0,58.0,6.09,6.01,3.81,139.44942899999998,2955.527346825898
2962,0.3,5,3,5,61.6,57.0,4.3,4.33,2.66,49.526540000000004,583.3312939308722
2963,0.74,4,5,2,61.4,57.0,5.82,5.8,3.57,120.50891999999999,2259.8402543616085
2964,0.41,3,1,4,63.4,56.0,4.73,4.7,2.99,66.47069,645.6865297786661
2965,0.52,4,6,3,61.6,58.0,5.17,5.12,3.17,83.911168,1458.5642752803235
2966,0.54,5,7,6,61.4,52.0,5.3,5.34,3.26,92.26451999999999,2428.0111528341613
2967,0.9,3,3,2,61.2,57.0,6.21,6.27,3.82,148.73819399999996,2838.8667011340503
2968,0.7,2,2,5,61.1,61.0,5.65,5.7,3.47,111.75135000000003,2241.7168023059908
2969,0.34,3,3,4,62.4,60.0,4.41,4.44,2.76,54.041903999999995,609.5933184246763
2970,0.7,5,5,4,61.9,55.0,5.7,5.74,3.54,115.82172000000001,2919.6880848131364
2971,1.02,3,4,4,63.0,57.0,6.37,6.39,4.02,163.63128599999996,5308.271939369173
2972,1.0,2,5,2,63.8,58.0,6.28,6.33,4.02,159.804648,3786.53492298621
2973,0.31,5,2,2,61.0,56.0,4.39,4.43,2.69,52.31431299999999,363.6597170184781
2974,1.23,4,4,5,62.2,58.0,6.78,6.74,4.27,195.12704399999998,8484.431164680442
2975,0.7,3,6,3,59.4,63.0,5.79,5.73,3.42,113.46431400000002,2538.4158514524215
2976,0.54,5,7,4,61.1,57.0,5.25,5.22,3.2,87.696,1908.884416661973
2977,0.38,5,3,3,61.5,56.0,4.67,4.69,2.88,63.078624,701.5733461321324
2978,0.9,1,6,2,65.0,58.0,6.08,6.04,3.94,144.689408,3131.2551958791696
2979,1.0,5,7,2,61.5,56.0,6.45,6.41,3.95,163.31077500000004,4562.196991464277
2980,0.29,3,4,4,61.9,55.0,4.25,4.28,2.64,48.02160000000001,510.5615860147163
2981,2.01,4,6,3,60.4,61.0,8.05,7.98,4.84,310.91676,18173.5873965375
2982,1.32,4,5,2,60.6,60.0,7.1,7.05,4.29,214.73595,7001.6242089818315
2983,0.72,4,5,4,61.5,58.0,5.73,5.69,3.51,114.43898700000001,2895.9615973272016
2984,0.31,4,3,4,62.4,59.0,4.34,4.31,2.7,50.50458,547.8751776316567
2985,1.51,1,1,2,65.1,59.0,7.13,7.09,4.63,234.05437099999997,4887.720424448337
2986,0.24,5,3,8,62.1,57.0,4.0,4.04,2.5,40.4,509.59374862681716
2987,0.79,5,6,4,59.3,57.0,6.02,6.06,3.58,130.60269599999998,3837.124344747604
2988,0.73,4,5,4,62.7,58.0,5.76,5.7,3.59,117.86688,3081.528111303486
2989,0.9,3,7,5,58.9,59.0,6.22,6.31,3.69,144.82585799999998,5286.585172880001
2990,0.51,4,5,6,61.9,56.0,5.17,5.13,3.19,84.605499,1918.1246242334453
2991,0.29,5,4,6,60.7,54.0,4.33,4.37,2.64,49.954344000000006,669.2408274583318
2992,0.68,2,5,3,58.1,60.0,5.8,5.91,3.4,116.5452,2307.8891496017177
2993,0.51,5,7,4,61.1,56.0,5.16,5.2,3.17,85.05744,1761.027817903797
2994,1.55,5,2,4,61.8,55.0,7.4,7.44,4.58,252.15648000000002,10199.544065035663
2995,1.51,3,3,2,60.8,58.0,7.4,7.51,4.53,251.75022,7756.269424221218
2996,2.01,5,2,3,62.9,57.0,8.05,7.98,5.04,323.76456,14300.0118846017
2997,1.04,3,4,7,58.2,60.0,6.66,6.71,3.89,173.83865400000002,7479.451672612655
2998,0.98,1,4,3,64.4,56.0,6.33,6.24,4.03,159.181776,4027.3895818577953
2999,0.25,3,6,7,62.9,58.0,4.01,4.03,2.53,40.88555899999999,582.2305647750359
3000,0.42,5,3,5,61.2,57.0,4.87,4.8,2.96,69.19296,1072.4708913965865
3001,1.1,3,4,7,60.4,57.0,6.7,6.77,4.07,184.61113000000003,8371.703283111034
3002,0.41,3,7,5,62.8,57.0,4.73,4.76,2.98,67.094104,1240.7801513055242
3003,1.02,4,5,4,62.7,59.0,6.41,6.44,4.03,166.360012,5971.97269453372
3004,0.61,3,3,6,60.5,57.0,5.52,5.54,3.35,102.44568,2293.306749599304
3005,0.4,5,1,5,61.3,56.0,4.77,4.79,2.93,66.945519,730.925459494105
3006,0.34,5,7,5,60.9,56.0,4.56,4.51,2.76,56.76105599999998,931.0457425800292
3007,0.4,5,6,2,61.0,58.0,4.76,4.78,2.91,66.210648,771.080527916012
3008,0.41,5,4,6,61.7,55.0,4.81,4.85,2.98,69.51892999999998,1245.7812800545564
3009,0.3,5,3,3,62.4,55.0,4.3,4.32,2.69,49.96944,463.2921651832837
3010,0.31,5,6,5,62.0,55.0,4.35,4.38,2.7,51.443099999999994,751.9353941855792
3011,0.46,3,6,4,62.2,58.0,4.95,4.99,3.09,76.324545,1346.0376392642845
3012,0.4,5,4,8,62.2,55.0,4.73,4.76,2.95,66.41866,1334.1027485069126
3013,0.3,5,6,4,61.5,55.0,4.3,4.34,2.66,49.64092,630.7666557693094
3014,1.09,5,5,2,61.2,57.0,6.6,6.64,4.05,177.48719999999997,4872.793101040004
3015,0.71,3,6,3,63.1,58.0,5.65,5.69,3.58,115.09163000000002,2615.8467369198293
3016,0.97,5,4,2,61.6,56.0,6.31,6.39,3.91,157.65471899999997,3625.0224748055234
3017,1.02,3,6,8,61.7,60.0,6.38,6.52,3.98,165.558448,8358.632633889314
3018,0.42,4,7,2,60.0,61.0,4.89,4.85,2.92,69.25217999999998,865.547924802993
3019,0.33,5,2,8,61.8,55.0,4.46,4.47,2.76,55.023911999999996,777.8052567685606
3020,0.36,5,6,5,61.7,56.0,4.58,4.56,2.82,58.895135999999994,968.4484259728719
3021,1.72,5,3,3,62.2,57.0,7.65,7.55,4.72,272.61539999999997,11889.448075061975
3022,0.37,5,3,7,62.0,53.0,4.63,4.66,2.88,62.138304,1005.5883961023964
3023,0.71,5,7,4,61.2,55.0,5.74,5.78,3.53,117.11551599999999,3257.080518612631
3024,0.51,3,2,3,63.5,60.0,5.03,5.05,3.2,81.2848,1016.0075953975535
3025,0.3,5,6,4,62.1,55.0,4.28,4.32,2.67,49.36723200000001,630.8979197044312
3026,0.71,3,6,4,63.7,58.0,5.6,5.64,3.58,113.07072,2940.1868770447945
3027,0.3,5,6,5,61.6,55.0,4.34,4.36,2.68,50.712032,723.1812122592654
3028,0.97,2,5,3,60.1,65.0,6.46,6.36,3.85,158.17956,4510.074556821826
3029,1.27,5,2,2,62.1,56.0,6.92,6.96,4.31,207.58339199999998,5105.35865289194
3030,1.57,5,2,4,61.5,56.0,7.56,7.49,4.63,262.170972,10928.651922886454
3031,1.0,4,4,5,62.4,59.0,6.35,6.4,3.98,161.7472,5909.2137926378855
3032,0.42,5,7,6,62.5,57.0,4.8,4.77,2.99,68.45904,1474.2831120487504
3033,0.7,1,4,3,61.7,66.0,5.7,5.58,3.48,110.68488,2053.6723739967533
3034,0.56,5,7,5,61.6,57.0,5.33,5.29,3.27,92.19993900000001,2333.0752016401384
3035,0.51,2,6,3,57.4,62.0,5.24,5.29,3.02,83.713192,1318.7949965440118
3036,0.52,3,2,3,63.3,55.0,5.13,5.1,3.24,84.76812,1064.4709261849596
3037,0.39,4,4,7,59.9,59.0,4.73,4.75,2.84,63.8077,1142.523393668506
3038,1.7,3,3,4,63.3,57.0,7.59,7.54,4.79,274.124994,13067.701553472038
3039,0.3,3,6,6,59.7,57.0,4.37,4.43,2.62,50.720842,744.0651501466854
3040,1.08,5,3,3,62.7,57.0,6.48,6.51,4.07,171.69213600000003,4920.026217673853
3041,2.01,5,5,2,61.9,55.0,8.1,8.05,5.0,326.025,15095.450007131934
3042,0.55,5,1,4,62.6,57.0,5.21,5.17,3.25,87.541025,1135.9401515711952
3043,0.9,1,5,2,62.6,58.0,6.01,6.06,3.78,137.66986799999998,2689.0270787975746
3044,0.9,5,2,5,62.4,57.0,6.17,6.21,3.86,147.89860199999998,4116.249121364973
3045,1.01,4,5,6,61.8,59.0,6.46,6.42,3.98,165.063336,7111.000352284956
3046,0.51,3,3,4,60.1,59.8,5.14,5.19,3.1,82.69746,1288.6057345137206
3047,0.7,4,6,5,59.4,61.0,5.78,5.74,3.42,113.46602399999999,3287.188791952073
3048,0.7,1,3,3,66.0,56.0,5.5,5.53,3.64,110.71060000000001,1875.1309353465197
3049,0.34,5,2,3,60.2,57.0,4.54,4.5,2.72,55.5696,499.63897954134666
3050,0.32,5,4,8,61.2,55.0,4.41,4.44,2.71,53.062884000000004,878.7439644480123
3051,0.31,5,7,4,59.4,56.0,4.45,4.4,2.63,51.495400000000004,693.5678868677874
3052,0.41,4,6,3,61.4,56.0,4.81,4.77,2.94,67.454478,950.4224315272251
3053,1.84,5,1,5,62.4,56.0,7.84,7.8,4.89,299.03328,12887.488285050375
3054,0.9,3,2,4,63.2,56.0,6.15,6.09,3.87,144.945045,3462.4436790785026
3055,1.0,5,6,4,61.6,57.0,6.44,6.38,3.95,162.29444,6054.247312749651
3056,0.37,4,6,3,61.8,58.0,4.59,4.64,2.85,60.69816,790.2017379577765
3057,1.53,5,5,5,61.5,59.0,7.38,7.46,4.56,251.04988799999998,14645.907992713077
3058,1.09,5,4,4,62.8,57.0,6.54,6.58,4.12,177.296784,6429.513805443364
3059,1.04,4,5,2,62.8,55.0,6.48,6.41,4.05,168.22404000000003,4361.216426842406
3060,0.8,3,6,2,62.6,59.0,5.84,5.91,3.68,127.01299200000001,2631.065301377451
3061,0.29,2,5,5,62.1,56.0,4.24,4.26,2.64,47.684736,581.5252849622917
3062,1.21,5,5,1,62.0,56.0,6.84,6.8,4.23,196.74576000000002,4306.537943886085
3063,2.01,3,1,4,61.1,59.0,8.04,8.07,4.92,319.2233759999999,12601.957989187862
3064,0.3,4,4,6,62.6,58.0,4.27,4.29,2.68,49.09304399999999,679.0863984277064
3065,1.01,1,3,4,64.5,60.0,6.3,6.25,4.05,159.46875,4391.0893580452785
3066,1.61,5,2,4,62.5,57.0,7.49,7.43,4.66,259.332262,11011.333873922464
3067,1.19,3,7,2,61.1,58.0,6.84,6.88,4.19,197.17804800000002,6235.921592205082
3068,1.12,4,3,5,61.6,58.0,6.64,4.11,3.7,100.97448000000001,3606.20213146421
3069,1.7,2,3,3,63.9,56.0,7.61,7.53,4.84,277.347972,11179.559926863829
3070,0.3,4,4,5,61.4,60.0,4.33,4.3,2.65,49.34035,626.0815489642778
3071,1.51,2,1,2,58.1,64.0,7.53,7.57,4.39,250.23921900000002,5562.267527676931
3072,1.01,5,5,3,62.0,56.0,6.41,6.46,3.99,165.220314,5131.123323005128
3073,0.31,4,4,5,61.2,60.0,4.39,4.37,2.68,51.413924,668.9724622495714
3074,0.7,2,5,3,58.7,64.0,5.77,5.78,3.39,113.05853400000001,2299.781571968101
3075,0.9,3,3,5,63.0,62.0,6.09,6.0,3.81,139.2174,4171.898516801999
3076,0.71,5,4,6,61.7,57.0,5.72,5.74,3.53,115.89978399999998,3385.493376333329
3077,0.34,2,6,2,63.1,56.0,4.46,4.51,2.83,56.924318,542.8674570391248
3078,0.4,2,6,3,64.2,57.0,4.68,4.66,3.0,65.4264,875.4074094197092
3079,0.34,5,6,6,62.4,55.0,4.47,4.51,2.79,56.24556299999999,967.5964608784469
3080,0.31,3,3,3,62.3,55.0,4.34,4.36,2.71,51.279703999999995,464.33472337992777
3081,0.5,5,5,3,60.2,63.0,5.12,5.15,3.09,81.47712,1335.948406608519
3082,0.3,5,4,8,62.1,55.0,4.32,4.35,2.69,50.55047999999999,808.6908885645155
3083,1.33,5,3,3,60.1,57.0,7.14,7.2,4.31,221.56848,7702.548398840377
3084,1.0,2,5,8,63.2,63.0,6.24,6.26,3.95,154.29648,7073.836907397022
3085,2.07,4,6,2,58.9,61.0,8.45,8.35,4.95,349.25962499999997,17512.114837582736
3086,0.36,5,7,4,61.1,57.0,4.62,4.58,2.81,59.458476000000005,920.7253286268877
3087,1.25,4,2,4,62.2,57.0,6.92,6.84,4.28,202.584384,6757.708512643619
3088,1.01,3,4,3,60.0,58.0,6.51,6.55,3.92,167.15076,4664.443337661025
3089,1.54,3,4,8,59.4,60.0,7.55,7.61,4.5,258.54975,17090.07678168539
3090,0.54,5,3,3,61.1,56.0,5.25,5.27,3.21,88.81267499999998,1330.2639259301463
3091,1.07,5,3,4,61.8,56.0,6.52,6.55,4.04,172.53223999999997,5587.579942874249
3092,0.25,5,6,6,61.6,57.0,4.08,4.1,2.52,42.15456,576.9412490092
3093,0.32,5,7,3,59.6,57.0,4.47,4.42,2.65,52.35710999999999,631.9401288958039
3094,0.35,3,6,4,60.2,60.0,4.54,4.57,2.74,56.84897200000001,782.5451437470551
3095,0.42,5,6,3,62.6,57.0,4.81,4.84,3.02,70.30680799999999,1050.9062227299087
3096,1.11,3,3,2,59.0,59.0,6.79,6.82,4.02,186.157356,4346.395182157251
3097,1.51,4,3,2,62.3,62.0,7.32,7.21,4.51,238.025172,7692.646815249068
3098,1.01,2,5,4,65.2,57.0,6.19,6.23,4.05,156.182985,5155.020099178989
3099,0.32,5,3,7,62.0,55.0,4.42,4.45,2.75,54.08975,788.0030878729244
3100,0.33,5,2,7,62.2,54.0,4.43,4.45,2.76,54.409259999999996,718.765972215384
3101,0.28,5,4,8,61.3,57.0,4.25,4.27,2.6,47.183499999999995,718.1089438248343
3102,0.32,3,2,2,63.4,56.0,4.37,4.34,2.76,52.345608,364.41350475870615
3103,0.73,5,6,5,61.4,55.0,5.8,5.82,3.57,120.50891999999999,3678.52176847027
3104,1.02,4,5,2,63.0,58.0,6.44,6.38,4.04,165.992288,4301.577890106193
3105,1.51,5,6,2,62.9,57.0,7.29,7.23,4.57,240.86961900000003,9434.911557172638
3106,0.26,3,6,7,61.5,56.0,4.1,4.15,2.53,43.04795,616.0696916955704
3107,0.55,5,2,7,61.7,56.0,5.24,5.29,3.25,90.0887,1834.6125191132621
3108,0.32,5,4,3,61.4,57.0,4.41,4.38,2.7,52.152660000000004,547.7607536568536
3109,1.51,3,5,3,62.6,57.0,7.25,7.31,4.56,241.66859999999997,10327.420731396858
3110,1.73,4,5,2,63.0,60.0,7.63,7.52,4.77,273.69115199999993,11372.526819796374
3111,0.43,5,4,5,61.9,55.0,4.86,4.84,3.0,70.5672,1200.63989405394
3112,0.43,3,6,6,60.8,57.0,4.89,4.92,2.98,71.695224,1423.328540788093
3113,1.0,4,7,3,61.5,60.0,6.34,6.38,3.91,158.156372,5232.624697146173
3114,0.57,4,6,3,62.5,57.0,5.28,5.22,3.28,90.402048,1702.4767497111234
3115,1.1,5,6,2,61.6,56.0,6.66,6.63,4.09,180.597222,5299.209772782318
3116,1.2,5,6,7,60.1,61.0,6.83,6.91,4.13,194.91658900000002,11235.043433665352
3117,0.4,5,2,8,62.2,56.0,4.75,4.71,2.94,65.77515,1096.579968345317
3118,0.24,3,6,6,62.9,57.0,3.96,3.99,2.5,39.501000000000005,506.1856014943461
3119,0.92,3,4,3,61.8,54.0,6.25,6.37,3.9,155.26874999999998,3959.9954768985103
3120,0.27,3,6,7,60.9,59.0,4.17,4.21,2.55,44.76703499999999,663.3292146476249
3121,0.43,4,3,1,62.0,59.0,4.83,4.78,2.98,68.800452,498.9269918206242
3122,1.0,1,3,2,66.1,59.0,6.18,6.13,4.07,154.18543799999998,3026.250326674302
3123,1.01,5,5,4,60.3,56.0,6.56,6.5,3.94,168.0016,5999.565544881426
3124,0.97,4,5,2,59.9,59.0,6.45,6.38,3.84,158.01984000000002,3839.9674899601864
3125,0.3,3,6,3,62.9,56.0,4.24,4.31,2.69,49.158136,528.9737229130773
3126,1.53,3,6,4,61.2,60.0,7.49,7.4,4.56,252.74256,13543.345496195832
3127,0.71,4,1,3,62.4,61.0,5.68,5.63,3.53,112.88375199999999,1607.2605991997725
3128,1.0,4,7,2,60.3,58.0,6.48,6.45,3.9,163.00440000000003,4454.127115155216
3129,0.75,3,7,3,59.7,62.0,5.89,5.94,3.53,123.50269800000001,3071.4374309882255
3130,1.04,5,4,4,61.6,55.0,6.51,6.55,4.02,171.41480999999996,5878.616726363287
3131,0.24,3,5,7,63.5,54.0,3.92,3.96,2.5,38.808,502.93946857925636
3132,0.28,2,3,7,56.0,64.0,4.38,4.41,2.46,47.516867999999995,563.4700892922417
3133,1.0,5,3,3,61.9,57.0,6.43,6.39,3.97,163.118169,4391.964117168505
3134,0.7,3,4,3,63.0,59.0,5.64,5.67,3.56,113.84452799999998,2296.542648443469
3135,1.86,3,1,4,62.5,55.0,7.81,7.9,4.91,302.94209,11186.62108477918
3136,1.65,5,1,3,62.5,56.0,7.59,7.54,4.73,270.691278,8443.60813691203
3137,0.51,4,5,3,62.7,62.0,5.09,4.96,3.15,79.52615999999999,1318.5893126052608
3138,1.09,4,6,6,59.9,59.0,6.73,6.7,4.02,181.26582,8781.062357326131
3139,2.47,4,1,2,59.4,59.0,8.85,8.79,5.24,407.6274599999999,13656.262209769427
3140,1.0,5,7,5,62.4,55.0,6.4,6.43,4.0,164.608,7110.684648435677
3141,0.3,5,4,5,61.8,54.0,4.32,4.29,2.66,49.29724800000001,623.5340821479963
3142,1.07,5,6,6,61.8,54.0,6.56,6.61,4.07,176.48171200000002,8399.158852732195
3143,0.7,3,6,2,63.1,56.0,5.66,5.63,3.56,113.442248,2091.155474397731
3144,0.38,5,5,7,61.9,54.0,4.67,4.7,2.9,63.652100000000004,1217.1169773973763
3145,1.37,5,2,4,61.5,55.0,7.18,7.2,4.42,228.49632,8375.937335348399
3146,0.42,5,5,5,61.6,56.0,4.82,4.8,2.96,68.48255999999999,1214.3026121527125
3147,0.3,5,3,8,62.1,57.0,4.29,4.31,2.67,49.368033,731.0963780211994
3148,1.04,4,3,3,60.7,62.0,6.57,6.51,3.97,169.799679,4722.969046801111
3149,0.75,4,5,6,62.4,57.0,5.88,5.75,3.63,122.7303,4003.530786816584
3150,0.7,4,4,4,61.6,58.0,5.69,5.73,3.52,114.76502400000001,2682.5092721394376
3151,0.55,5,6,5,61.5,57.0,5.23,5.27,3.23,89.025583,2093.187919880016
3152,2.0,5,3,4,60.5,56.0,8.34,8.22,5.01,343.459548,19440.411391574176
3153,0.7,5,2,6,62.3,55.0,5.66,5.7,3.54,114.20748,2697.1633441873014
3154,0.31,2,4,7,58.0,62.0,4.42,4.47,2.58,50.97409199999999,707.8133240167767
3155,1.51,1,4,1,65.6,54.0,7.28,7.1,4.72,243.96735999999999,5425.347755692729
3156,1.06,5,2,3,61.9,54.0,6.56,6.59,4.07,175.94772799999998,4424.306885346255
3157,0.63,2,5,2,64.2,56.0,5.4,5.34,3.45,99.48420000000002,1526.8295080811106
3158,0.3,5,3,6,61.3,56.0,4.35,4.33,2.66,50.102430000000005,643.108592261466
3159,0.5,5,7,6,61.9,55.1,5.07,5.1,3.15,81.44955,1998.5273029462583
3160,0.35,5,6,7,62.2,56.0,4.53,4.51,2.81,57.409143,1089.912990480116
3161,0.46,4,6,5,61.9,58.0,4.94,4.91,3.05,73.97897,1472.1413444529828
3162,0.5,3,4,3,62.8,56.0,5.05,5.08,3.18,81.57972000000001,1195.0573350202937
3163,0.7,2,7,3,58.8,64.0,5.74,5.79,3.39,112.665294,2506.9764491246374
3164,0.7,3,6,5,63.4,62.0,5.64,5.56,3.55,111.32231999999998,3248.7504133361
3165,0.32,5,7,4,61.9,55.0,4.43,4.39,2.73,53.092220999999995,748.7978887021554
3166,1.28,4,4,5,60.9,58.0,7.09,7.01,4.29,213.216861,9882.992798562396
3167,1.01,2,4,2,63.7,59.0,6.38,6.31,4.04,162.64151199999998,3713.496620514068
3168,0.7,3,4,2,63.3,57.0,5.61,5.51,3.52,108.807072,1778.069004542474
3169,0.71,3,5,3,61.8,58.0,5.72,5.81,3.56,118.31019199999999,2552.0328384898053
3170,1.51,3,2,3,63.1,56.0,7.28,7.33,4.61,246.00066400000003,8204.89490666884
3171,1.28,3,5,6,58.9,57.0,7.13,7.17,4.21,215.22404099999997,11053.063673508077
3172,1.28,5,5,2,59.7,57.0,7.12,7.06,4.23,212.630256,6825.457044780168
3173,1.01,3,6,4,62.0,55.0,6.42,6.46,3.99,165.478068,5903.944534599354
3174,0.32,5,5,6,62.1,55.0,4.37,4.39,2.72,52.181296,806.6267477432616
3175,0.7,5,4,6,60.8,56.0,5.75,5.79,3.51,116.85667499999998,3353.150400454549
3176,0.33,4,2,3,60.4,59.0,4.54,4.5,2.73,55.7739,490.63872755700436
3177,0.35,2,7,3,63.3,56.0,4.5,4.53,2.86,58.301100000000005,721.2658435002418
3178,1.23,5,3,2,62.4,57.0,6.79,6.84,4.25,197.38529999999997,5268.078154408451
3179,1.11,5,5,3,61.1,57.0,6.67,6.69,4.08,182.058984,6189.22798121635
3180,1.71,3,7,2,63.5,59.0,7.57,7.59,4.81,276.364803,12134.845493282353
3181,1.5,3,6,4,62.1,60.0,7.27,7.31,4.53,240.740961,12492.786656992666
3182,0.7,3,6,4,58.8,56.0,5.79,5.84,3.42,115.642512,2865.01647761882
